gene	loeuf	pli
GAL	1.75	4.3885e-06
CLDN14	1.751	0.00011061
CCL11	1.751	0.010211
MYL2	1.751	2.7303e-08
PGBD3	1.751	0.041167
RP11-1021N1.1	1.751	0.010224
ARHGAP8	1.751	8.5171e-28
OR5J2	1.751	0.0023661
CCL13	1.752	0.040987
NPY4R	1.752	8.2144e-07
CTD-2370N5.3	1.752	0.00051939
OR6B1	1.752	4.3351e-06
TMEM176B	1.753	1.4172e-10
C1orf115	1.753	0.040906
CCL14	1.753	0.00010929
FAM166B	1.753	8.299e-10
SNN	1.753	0.144
IL33	1.753	8.2925e-10
OR5R1	1.753	0.00051866
CCL26	1.754	0.010114
TTC23	1.754	7.3763e-24
MMACHC	1.755	1.1402e-13
ZNF284	1.755	0.00010802
ZNF30	1.755	0.0023338
TRNP1	1.755	0.3788
C11orf24	1.756	0.0023262
PRRG3	1.756	7.9468e-07
RGS9BP	1.756	0.0023224
OIP5	1.756	1.4649e-07
C1orf122	1.756	0.14325
ZNF714	1.756	0.040598
FAM109A	1.756	0.010042
MYL12A	1.756	0.00051197
NCMAP	1.756	0.040542
B3GALT5	1.757	2.1595e-05
PINX1	1.757	4.5977e-09
FBXO48	1.757	0.0001068
TMEM196	1.757	4.2115e-06
EFCAB9	1.757	0.00010712
G0S2	1.757	0.37788
COX6A1	1.757	0.0023136
C11orf44	1.757	0.002313
C11orf91	1.757	0.010029
RP11-343C2.12	1.757	0.0023091
C17orf89	1.757	0.14285
CALML6	1.757	2.6089e-08
C6orf223	1.757	0.00050936
APOC3	1.757	0.010024
IGIP	1.757	0.37789
BLVRB	1.758	4.1869e-06
SHISA8	1.758	0.37777
TMEM129	1.758	2.3074e-11
HEBP1	1.758	4.1767e-06
AL590708.2	1.758	0.37751
SPATA31A1	1.758	0.37761
PLD6	1.758	0.0023012
AC110615.1	1.758	0.14254
GIPR	1.758	1.9703e-29
C22orf46	1.758	0.0023074
PHGR1	1.759	0.14245
AC002553.1	1.759	0.14242
ZNF43	1.759	0.00050468
ZNF254	1.759	0.00050407
TRIQK	1.759	0.0099534
GEMIN6	1.759	0.00010596
DEFB105A	1.759	0.37719
AC135048.1	1.76	0.14211
FBXO27	1.76	2.2725e-11
ZNF610	1.76	0.00010546
AC023590.1	1.76	0.37657
CSH1	1.76	2.1264e-05
TREML4	1.76	7.7513e-10
TRIM61	1.76	0.00010554
GIMAP6	1.76	0.14212
DDC8	1.76	0.37682
SLC25A52	1.76	0.0005017
CRIP1	1.761	0.00049848
MS4A14	1.761	7.7109e-07
OR2G6	1.761	0.00049951
MMP8	1.761	1.0661e-24
SPDYE2B	1.761	0.37648
PKIA	1.761	0.1418
OR4F17	1.761	0.37614
UQCR10	1.761	0.14162
PGLYRP4	1.761	2.9387e-15
RNF224	1.761	0.03998
PRKRIP1	1.761	2.2336e-11
NPVF	1.762	0.00010444
ATPIF1	1.763	0.00010367
PKD1L2	1.763	2.0902e-05
CNPY4	1.764	1.0277e-13
METTL20	1.764	4.2985e-09
LHB	1.764	0.0022475
TOMM7	1.764	0.0097668
DLEU2L	1.764	0.37476
C4orf46	1.764	0.039595
WFDC9	1.764	0.0097671
SCO2	1.764	7.5473e-07
LY6G6C	1.764	0.00049312
A3GALT2	1.764	1.2823e-10
ST20	1.764	0.37485
RP1-228P16.5	1.765	0.039518
TRIM73	1.765	0.00010272
SNTN	1.765	0.00010257
C1orf194	1.765	3.9833e-06
KRTAP29-1	1.765	4.2651e-09
CLNK	1.766	1.7251e-29
PGAM2	1.766	1.3574e-07
COMMD8	1.766	7.3184e-10
LPAR4	1.766	0.0022346
ZNF443	1.766	0.00048827
C1orf68	1.766	1.3581e-07
LSM3	1.766	3.9529e-06
TYW1B	1.766	5.4289e-20
BPIFA3	1.767	5.9419e-13
RP11-849H4.2	1.767	2.4042e-08
OR2W3	1.767	0.00010132
CDC42EP2	1.767	0.039267
LSMEM2	1.767	7.3629e-07
CTXN3	1.767	0.13992
MPV17L	1.767	7.3866e-07
AL031590.1	1.767	0.37335
AC018867.2	1.768	0.37315
C19orf69	1.768	0.039196
HNRNPCL1	1.768	0.37278
TNFRSF6B	1.769	3.874e-06
TEDDM1	1.769	0.0022029
C8orf22	1.769	0.00010013
LGALS16	1.769	0.00010017
MTNR1A	1.769	7.2327e-07
CLPS	1.77	0.0095685
CYSLTR2	1.77	9.9817e-05
METTL23	1.77	1.3147e-07
MRP63	1.77	0.13887
C22orf39	1.77	1.9976e-05
SPRR4	1.77	0.038928
AURKAIP1	1.77	9.9678e-05
OGFOD2	1.77	3.437e-12
OR4K5	1.771	9.9425e-05
HOGA1	1.771	1.5812e-14
C9orf47	1.771	9.9199e-05
SPINK13	1.771	0.00047605
LAMTOR5	1.771	3.8329e-06
KCTD14	1.771	0.002183
FBXO17	1.771	5.6825e-13
AMH	1.771	3.3974e-12
NDUFA13	1.772	3.8049e-06
NIT2	1.772	1.1471e-17
ACSF3	1.772	2.3246e-26
C22orf26	1.772	0.038713
OR1Q1	1.772	0.00047324
GZMH	1.773	1.2818e-07
SIRT4	1.773	6.8625e-10
ZNF728	1.773	0.0004707
PCP4	1.773	0.0021696
FAM26F	1.773	0.009461
REG3G	1.773	1.2831e-07
C10orf131	1.774	3.744e-06
S100A8	1.774	0.13761
MAGEB16	1.774	0.37021
RP11-1085N6.3	1.774	0.37027
RIPPLY1	1.774	0.0094433
PDHA2	1.774	3.9282e-09
C22orf43	1.775	2.9283e-19
TNFAIP8L2	1.775	0.038364
C19orf35	1.775	0.0021505
RP11-712L6.5	1.775	0.36961
TAS2R3	1.775	0.00046636
RP11-187E13.1	1.776	0.13718
RP11-321F6.1	1.776	0.0093616
C19orf45	1.776	1.0898e-17
BOLA1	1.777	0.03816
CLDND2	1.777	3.661e-06
ORAI1	1.777	1.9068e-05
TCTA	1.777	0.00046337
AC136604.1	1.777	0.36879
REP15	1.777	1.9073e-05
MIOX	1.777	1.0702e-17
OR2H2	1.777	1.9104e-05
LRRC19	1.777	3.1947e-12
SYT15	1.777	2.4168e-15
CCRL2	1.777	0.36861
CXorf28	1.778	0.13641
NRN1L	1.778	9.5233e-05
OR5D18	1.778	0.00045902
ASB13	1.778	6.5212e-10
CYP1A1	1.778	1.0635e-17
CTB-186H2.3	1.778	0.36795
UCN2	1.779	0.037947
RFNG	1.779	3.7851e-09
INSL5	1.779	0.13604
TEX12	1.779	0.00045664
KPRP	1.78	3.0815e-12
CCDC70	1.78	0.0092427
CPO	1.78	7.271e-21
COX16	1.78	1.8748e-05
KRTAP26-1	1.78	0.13581
AC010336.1	1.78	3.5917e-06
CCDC115	1.78	1.2061e-07
AGAP7	1.78	0.037798
BSND	1.78	1.0949e-10
OPN1MW	1.78	0.037781
TNFAIP8L3	1.78	1.8707e-05
KRTAP10-9	1.78	1.8729e-05
OR52L1	1.78	1.8725e-05
UPK3A	1.781	1.0773e-10
IFITM1	1.781	0.13569
FRG2	1.781	0.36635
RP11-571M6.15	1.781	1.8659e-05
RP11-10J21.3	1.781	0.13543
CCL18	1.782	0.0091743
KIR3DL1	1.782	8.3578e-14
FGF3	1.782	9.3139e-05
MRAP	1.782	0.002081
TNP1	1.782	0.037552
TNP2	1.782	0.0091467
NPBWR2	1.783	9.2479e-05
POP7	1.783	0.037473
OR9G1	1.783	0.00044763
ZNF594	1.783	9.2635e-05
MGMT	1.783	1.1756e-07
ZNF556	1.783	9.248e-05
TLDC1	1.784	9.7663e-18
C8orf12	1.784	0.037394
SCN4B	1.784	6.4529e-07
CCDC179	1.784	0.009089
ZBED2	1.784	0.00044529
C20orf85	1.784	1.8292e-05
AL049829.1	1.784	0.13466
MRPL14	1.784	9.2387e-05
FAM86A	1.785	2.1924e-15
KHDC1	1.785	6.133e-10
HINT3	1.785	3.4813e-06
PROKR1	1.785	1.1631e-07
PROSER2	1.785	1.1594e-07
XCL2	1.785	0.0090664
ZNF727	1.785	0.0020573
CYYR1	1.785	0.00044425
ZNF844	1.785	0.0020558
C22orf42	1.785	8.1231e-14
ATP5EP2	1.786	0.36391
KB-1507C5.2	1.786	0.3643
PLA2G2D	1.786	1.8079e-05
FCRL6	1.786	2.7809e-23
HTR5A-AS1	1.786	9.1314e-05
ZCCHC16	1.786	3.4473e-06
HCST	1.786	0.0020464
AC103809.2	1.786	0.037079
C7orf50	1.787	3.4242e-06
MS4A12	1.787	3.4953e-09
PGLYRP1	1.787	1.7919e-05
C5orf28	1.787	1.1396e-07
LYZ	1.787	3.4114e-06
DAND5	1.787	0.0020422
AP5S1	1.787	9.0339e-05
UCP1	1.788	1.6903e-11
FAM109B	1.788	3.3928e-06
ZNF479	1.788	9.0123e-05
ZSCAN5D	1.788	6.2931e-07
APOL3	1.788	0.00043634
RP6-24A23.6	1.788	0.36317
CCDC78	1.788	2.969e-31
SULT1A3	1.789	0.36251
NMBR	1.789	1.9761e-08
ANKRD20A1	1.789	3.3618e-06
LYZL2	1.789	1.1221e-07
C2orf53	1.79	6.1868e-07
AQP12B	1.79	0.0020112
SMPDL3A	1.79	6.2788e-21
ATP5E	1.79	0.0088748
SMIM5	1.79	0.13265
LEMD1	1.79	3.3433e-06
CTD-2014B16.3	1.791	0.036562
ZNF586	1.791	0.036539
GTSF1L	1.791	0.0019965
RETN	1.791	0.036545
CDNF	1.791	6.1335e-07
OR2A5	1.791	1.7421e-05
ADIRF	1.791	0.036481
C12orf23	1.791	0.0088522
GAL3ST3	1.792	1.9296e-08
TMEM155	1.792	0.036443
SFTA2	1.792	0.036441
AC111200.1	1.792	0.36087
B3GNT9	1.792	1.7363e-05
MPV17	1.792	9.6582e-11
TREM2	1.793	3.2892e-09
ECSCR	1.793	0.00042521
TMEM167A	1.793	0.00042515
NAT2	1.793	3.2744e-06
HRK	1.793	0.36033
WFDC10B	1.793	0.036238
CGB1	1.793	0.036312
CAPS	1.793	1.7206e-05
CDCP2	1.794	9.4718e-11
PRM3	1.794	0.35959
PDGFRL	1.795	1.1787e-14
RNASE10	1.795	0.0019671
ENPP7	1.795	1.1797e-14
TPRX1	1.795	0.35947
RNF181	1.795	3.239e-09
B3GNTL1	1.795	4.0733e-28
C17orf100	1.795	0.1311
C3orf52	1.795	8.6244e-05
RDH14	1.795	1.7034e-05
ANKRD66	1.795	1.6946e-05
C8orf4	1.796	0.0086883
AGAP10	1.796	0.35899
RP13-672B3.2	1.796	0.00041945
KRT32	1.796	1.3564e-18
FAM174A	1.796	8.5833e-05
AC006538.4	1.796	0.13057
NAT14	1.796	0.0086687
HIST1H4F	1.796	0.13072
OR5T3	1.796	0.0004197
C9orf169	1.797	0.0086287
OR10A4	1.797	1.6786e-05
TMEM212	1.797	1.833e-08
FAM72C	1.797	0.35833
LAPTM4B	1.797	4.2764e-13
LL22NC03-75H12.2	1.797	0.035827
PAGE3	1.797	0.0086303
KLRK1	1.797	6.9812e-14
TIMM8B	1.797	0.0086544
ZNF665	1.797	0.0086277
SLC31A2	1.797	8.5199e-05
C2CD4D	1.798	0.13012
CER1	1.798	1.6674e-05
PCDHB7	1.798	8.0848e-18
GPR18	1.798	5.3465e-10
POTED	1.798	0.00041359
ZNF737	1.798	0.00041409
TNFRSF10C	1.798	3.1588e-06
AP002956.1	1.798	0.35763
AC064874.1	1.799	0.035541
COX14	1.799	0.3573
PIR	1.799	5.3402e-10
OR4N2	1.799	0.00041111
C10orf67	1.799	1.7976e-08
MCCD1	1.799	0.0019319
INCA1	1.799	1.5015e-11
GYPB	1.8	8.3815e-05
PSG11	1.8	4.8498e-17
PRSS58	1.801	3.0681e-09
ZNF487	1.801	0.035261
AAED1	1.801	1.0063e-07
PPP1R27	1.801	8.3279e-05
G6PC2	1.801	2.9565e-16
OR5M1	1.801	0.0019124
CTXN2	1.802	0.035215
OR1B1	1.802	1.615e-05
OR51T1	1.802	1.6162e-05
S100A11	1.802	0.0084662
RP11-113D6.10	1.802	0.035174
ACP1	1.802	1.7531e-08
OMP	1.802	0.00040499
HIST1H3I	1.802	0.0084746
OR6M1	1.802	8.2424e-05
ZNHIT3	1.803	5.5408e-07
AP001631.10	1.803	0.3552
ACKR4	1.803	2.9962e-09
POU5F2	1.803	0.00040316
RP1-32I10.10	1.803	0.12851
C7orf33	1.803	1.6048e-05
AL035588.1	1.803	0.35496
C3orf14	1.804	1.5981e-05
CCL22	1.804	0.0084014
CBR3	1.804	3.0158e-06
AC005008.2	1.804	3.0161e-06
GAGE2C	1.804	0.3546
TSHB	1.805	0.0083588
C16orf95	1.805	8.4064e-11
SPATC1L	1.805	1.7055e-08
CLRN1	1.805	1.7074e-08
RNASE12	1.805	0.0083516
NUDT8	1.805	8.0897e-05
HIGD1C	1.806	0.00039609
S100A14	1.806	0.0018638
SLC10A5	1.806	9.696e-08
PSMG4	1.806	0.0018651
ZNF587B	1.806	3.8024e-13
C6orf99	1.806	0.12728
KRTAP21-1	1.806	0.35324
OR5K3	1.806	8.0434e-05
LAGE3	1.806	0.12721
FAM154B	1.806	8.3284e-11
POTEB	1.807	0.35277
RP11-315D16.2	1.807	0.001858
KLRC2	1.807	4.8735e-10
CKLF-CMTM1	1.807	0.034621
TMEM258	1.807	0.0018504
GOLGA8A	1.807	0.00039454
PRKCDBP	1.807	7.9971e-05
AL031666.2	1.807	0.0018503
PDE6H	1.807	0.0082921
AC011308.1	1.807	0.35252
RAX2	1.807	0.0082874
SPANXN4	1.807	0.35242
TIMM23B	1.808	0.12671
NIPSNAP3A	1.808	2.2722e-12
STATH	1.808	7.9792e-05
AMTN	1.808	8.1348e-11
C10orf126	1.808	0.001847
BLOC1S5	1.808	2.8546e-09
AC025287.1	1.808	0.00039239
SDSL	1.808	1.3641e-11
OPTC	1.809	4.8162e-10
ZNF93	1.809	0.00039048
OR51Q1	1.809	7.9022e-05
CST11	1.809	7.8838e-05
JMJD8	1.809	6.0633e-14
RDH13	1.809	6.0402e-14
RP11-113D6.6	1.809	0.00038877
C12orf36	1.809	0.03436
C20orf202	1.809	0.034298
KRTAP10-2	1.81	0.35103
HINT1	1.81	0.0018235
GPR39	1.81	2.8069e-09
PRAMEF2	1.81	4.7446e-10
HAMP	1.81	0.0081797
TCEAL2	1.81	0.35082
C19orf40	1.811	9.2129e-08
SFR1	1.811	4.7059e-10
AF165138.7	1.811	5.2132e-07
TBC1D28	1.811	1.6133e-08
SLC22A31	1.811	7.91e-11
HSF2BP	1.812	2.5257e-16
TMEM223	1.812	1.5027e-05
SDHAF2	1.812	2.8312e-06
C17orf102	1.812	0.0081248
AL354993.1	1.812	0.033998
TMIE	1.812	7.749e-05
PABPC1L2A	1.812	0.35004
ZNF547	1.813	0.0080575
KRTAP4-6	1.813	0.0003795
AC131097.4	1.813	0.0080869
COMMD5	1.813	1.497e-05
GINS2	1.813	1.5745e-08
C2orf27A	1.813	0.3491
RSAD2	1.813	9.4432e-15
AC003002.4	1.813	0.0080575
KRTAP5-2	1.814	0.0080469
TMEM45B	1.814	1.266e-11
OR1N2	1.814	1.4852e-05
TAAR2	1.814	7.64e-11
BRI3	1.814	0.033766
C21orf37	1.814	0.033685
OR5T2	1.814	0.00037811
AC106873.4	1.815	0.12431
C1orf185	1.815	5.0044e-07
FCN1	1.815	3.9675e-17
MANBAL	1.815	0.033539
OTOL1	1.815	1.4999e-15
LRRC66	1.815	4.5037e-10
DNAJC24	1.815	5.0103e-07
ZNF616	1.815	0.0080095
CCL1	1.816	0.0079669
CDRT15L2	1.816	0.0017737
CTD-2600O9.1	1.816	0.34754
LINC01098	1.816	0.00037385
PQLC3	1.816	4.4278e-10
RP11-167N24.6	1.816	0.34753
RP11-215A19.2	1.816	0.1238
AC068987.1	1.816	0.12376
MRPL20	1.817	2.7079e-06
C20ORF135	1.817	0.12342
OR10Q1	1.817	7.5216e-05
PLA2G2F	1.817	2.7094e-06
C7orf71	1.817	0.00037182
C14orf182	1.817	7.519e-05
TRIM49	1.817	4.9111e-07
OR4K17	1.817	0.0017626
S100A3	1.817	0.0079273
RP4-576H24.4	1.818	0.0017506
CCL5	1.818	0.0017516
CFHR2	1.818	1.5063e-08
RP11-126K1.2	1.818	0.12305
C12orf68	1.818	0.0017497
C8orf59	1.818	0.007898
CRYGA	1.818	4.3304e-10
TMEM114	1.818	0.033213
CITED4	1.818	0.34638
GPR78	1.818	2.6834e-06
S100P	1.818	0.033257
SSX7	1.818	2.6848e-06
AP000708.1	1.819	0.1227
OR12D3	1.819	0.0078534
IL18BP	1.819	1.484e-08
TSPAN19	1.819	1.9829e-12
RP11-17M16.1	1.819	0.34567
ASCL2	1.819	0.34557
CEA	1.819	4.8616e-07
CACNG1	1.819	1.4908e-08
FAM69C	1.819	4.8312e-07
PTER	1.819	3.2773e-13
COMMD2	1.819	2.5421e-09
FAM187B	1.82	2.512e-09
ZNF559	1.82	1.4172e-05
C19orf84	1.82	0.34514
OR1G1	1.82	0.00036576
C16orf98	1.82	0.34493
C1orf162	1.82	1.4202e-05
SMIM1	1.82	0.032962
MAGEE2	1.82	1.9687e-12
GAGE12H	1.82	0.34494
WBP5	1.821	0.12214
FAM72A	1.821	0.032815
GPR111	1.821	2.5133e-24
VCX	1.821	0.34444
LSMEM1	1.821	0.00036247
STARD4	1.822	6.9854e-11
TXNL4A	1.822	7.2309e-05
AC017028.1	1.823	0.0077214
P2RY11	1.823	0.0077062
PET100	1.823	0.00035883
CHST6	1.823	2.4495e-09
RP11-386G21.2	1.823	0.34302
AL035406.1	1.823	0.34347
ZFP41	1.823	0.00035717
MS4A10	1.823	1.136e-11
RP11-1396O13.13	1.823	0.0003577
CRYGB	1.824	8.1381e-08
C21orf54	1.824	0.00035513
C14orf142	1.824	0.007687
NACA2	1.824	0.032413
C1orf234	1.825	0.0076505
CTD-2583A14.10	1.825	0.0076389
OR5AS1	1.825	0.0016835
AKR1CL1	1.825	1.3656e-05
GJB5	1.825	1.3704e-05
C11orf83	1.825	0.032331
HIST1H2AE	1.825	0.032343
CCL3L1	1.825	0.12057
MT1G	1.826	0.032173
MUSTN1	1.826	7.0616e-05
C9orf153	1.826	0.0076085
EIF5AL1	1.826	0.34147
CLLU1	1.826	0.0016736
TMEM218	1.826	0.0016754
TP53TG3D	1.826	0.0075995
CLDN4	1.827	6.9789e-05
NBPF12	1.827	1.2675e-15
ZNF519	1.827	0.0075723
CIB3	1.827	2.3448e-09
C19orf82	1.827	0.0016695
PET117	1.827	0.032067
C7orf69	1.827	0.0016636
UBE2Q2L	1.828	0.34005
C1orf233	1.828	0.11948
GAGE10	1.828	0.0016612
CYB5D1	1.828	3.9032e-10
SULT2A1	1.828	1.2523e-15
AL162407.1	1.828	0.33991
SLC34A1	1.828	8.9128e-27
BTN2A1	1.829	3.3959e-21
ZNF670	1.829	0.00034522
EIF4EBP3	1.829	0.00034389
CFHR5	1.829	2.1117e-32
PRSS48	1.829	1.0574e-11
TCTE3	1.829	2.278e-09
C22orf23	1.829	4.6831e-14
RP11-770J1.5	1.829	0.11927
LCN1	1.83	1.3298e-08
OR1J1	1.83	6.8342e-05
RP11-219B4.6	1.83	0.11869
PSMB11	1.83	2.4272e-06
CTRB1	1.83	2.4233e-06
SIGLECL1	1.83	7.6919e-08
APCS	1.83	0.031714
AC013468.1	1.83	0.33869
CELA2A	1.83	1.9736e-16
OR2A4	1.83	0.11869
FAM174B	1.83	0.0016376
ASCL4	1.831	0.0016311
ZNF28	1.831	0.0074328
ZNF576	1.831	0.0016326
KCNE1L	1.831	0.11854
HRASLS2	1.831	6.7817e-05
CD3EAP	1.831	0.031626
C15orf56	1.831	0.031586
ZNF530	1.831	0.007439
AC007956.1	1.831	0.0074157
PNRC2	1.832	0.33763
MNDA	1.832	3.0917e-17
C1orf204	1.832	1.2953e-08
SMIM9	1.832	0.0073927
C16orf91	1.832	1.6879e-12
CTD-2210P24.4	1.832	0.11792
TRIM40	1.832	6.1659e-11
RP11-463J10.2	1.832	0.031374
ID4	1.833	0.031243
MT1E	1.833	0.031344
PGBD4	1.833	0.33709
AL136218.1	1.833	0.00033675
AL138815.1	1.833	0.11764
AL929472.1	1.833	0.33693
HIST1H2BJ	1.833	0.031259
OR5M11	1.833	0.00033488
RNASE9	1.833	0.33655
CDKN2B	1.833	0.0073369
OR51B6	1.833	6.6815e-05
OR13F1	1.833	1.2757e-05
LYG2	1.833	2.1715e-09
VCX3B	1.833	0.33685
CARD17	1.833	6.6679e-05
MR1	1.833	4.9023e-18
RP11-77K12.1	1.833	1.2828e-05
C2orf66	1.834	0.0073036
MMP23B	1.834	0.11732
C10orf10	1.834	0.33608
CLDN17	1.834	0.00033411
TAF9	1.834	4.2231e-07
APOL2	1.834	0.0073139
SSNA1	1.834	0.00033383
PCBD1	1.835	0.00033216
C1orf63	1.835	4.3086e-14
C10orf91	1.835	0.031044
ARL17B	1.835	0.33578
NDUFA7	1.835	6.6032e-05
CCL4L1	1.835	0.33576
DGCR6	1.835	9.8176e-12
HHLA3	1.835	0.0072792
MAGIX	1.835	6.6022e-05
AC112205.1	1.835	0.33575
ACYP2	1.836	6.5331e-05
PSG6	1.836	4.8204e-22
OR51F2	1.836	4.1263e-07
RNASE7	1.837	0.11606
C5orf64	1.837	0.0071986
COX8A	1.837	0.11606
MEIG1	1.837	0.00032669
CHAC2	1.837	2.2869e-06
TREML1	1.837	1.5671e-12
MC5R	1.837	6.513e-05
DDTL	1.837	0.33439
OR4S1	1.837	0.0015718
C8orf33	1.837	2.0873e-09
OR2T33	1.837	0.11612
ANXA8L1	1.837	0.33439
ECI1	1.837	1.5853e-12
RP11-830F9.6	1.837	0.33439
AC003006.7	1.838	0.0071661
PHPT1	1.838	6.427e-05
AAMDC	1.838	2.2702e-06
ATP2C2	1.838	5.0246e-60
C17orf64	1.838	1.558e-12
LCE2A	1.838	0.0071716
SCP2D1	1.838	0.0071644
OR1L1	1.839	0.33258
C14orf177	1.839	0.030533
IFITM3	1.839	0.030466
AMY1A	1.839	0.00032325
PSG3	1.839	2.9137e-25
AC011500.1	1.839	0.0015552
SCGB3A1	1.839	0.030493
SPINK8	1.839	6.3692e-05
AC009802.1	1.84	0.3319
OR4F5	1.84	0.030354
CCL24	1.84	0.0070888
MTMR8	1.84	7.0105e-19
ZNF730	1.84	6.3597e-05
CRYGN	1.84	3.9735e-07
GDPGP1	1.84	1.1916e-08
CGB2	1.84	0.030408
RP1-127H14.3	1.84	0.0015489
AC015987.2	1.84	0.11503
AC015989.1	1.84	0.33245
CLEC2A	1.841	2.191e-06
DEFB104B	1.841	0.33176
DKFZP779J2370	1.841	0.030253
RP11-368I7.4	1.841	0.0003184
S100G	1.841	0.11469
RPAIN	1.841	5.5657e-11
VCPKMT	1.841	5.5498e-11
UBD	1.841	0.0070467
RP11-80A15.1	1.841	0.11481
RP11-9B6.1	1.841	0.33142
ZNF92	1.841	6.2887e-05
GPR148	1.842	6.2587e-05
PRAMEF7	1.842	0.33075
OR10R2	1.842	0.0003148
IGFALS	1.842	5.4379e-11
DYNLRB2	1.843	6.1715e-05
UBL4B	1.843	0.030024
ZNF736	1.843	0.00031345
LCE1B	1.843	0.03004
TRIM65	1.843	2.7066e-21
FAM86B1	1.844	3.8216e-07
AC096644.1	1.844	0.11357
KRTAP2-3	1.844	0.0069368
FAM72D	1.844	0.029905
PRAMEF15	1.844	0.32928
C1orf200	1.844	0.029774
LRP5L	1.844	5.3205e-11
DDT	1.844	0.32959
AC006486.1	1.844	0.11351
GAGE13	1.844	0.32958
DEFB124	1.844	0.1133
RNF183	1.844	0.001513
VMO1	1.845	2.1183e-06
MMP28	1.845	6.0903e-05
ID1	1.845	0.00031026
HSPB3	1.845	6.0944e-05
UPK3BL	1.845	0.11302
LCE5A	1.845	0.029651
TMEM61	1.845	6.0832e-05
SLC22A16	1.846	6.3118e-27
CHURC1	1.846	2.0933e-06
OR4F6	1.846	1.1444e-05
MC2R	1.846	0.00030712
HIST1H2AI	1.846	0.029517
RP11-10A14.4	1.846	0.029508
C1orf145	1.847	0.029398
CXorf66	1.847	0.029379
PEX12	1.847	9.4838e-16
POM121L2	1.847	0.32747
TIMM10	1.847	0.0014821
C11orf1	1.847	1.8467e-09
ZNF695	1.847	0.00030547
TRAPPC2P1	1.847	0.029497
OR10X1	1.847	0.00030581
AC003101.1	1.847	0.00030547
CXCL3	1.848	0.00030234
RP11-664D7.4	1.848	0.0014724
PMAIP1	1.848	0.11182
OR56B3P	1.848	1.1268e-05
TMEM221	1.848	0.0067947
C1orf134	1.848	0.32626
CXorf31	1.848	0.11186
DEFB107A	1.848	0.32633
ULBP2	1.848	1.8392e-09
CTC-236F12.4	1.848	0.0067819
VTCN1	1.848	1.3669e-12
GNG5P2	1.849	0.32594
RP11-45H22.3	1.849	0.11161
RP11-738G5.2	1.849	0.029157
ZG16B	1.849	0.00029994
ZNF550	1.849	3.6166e-07
OR5AN1	1.849	5.9253e-05
OR6P1	1.849	5.8864e-05
CLDN24	1.849	2.0392e-06
FBXL22	1.849	0.0014582
HLA-DRB5	1.849	3.6359e-07
RPS17	1.849	0.32566
SVIP	1.849	0.00030038
ZNF417	1.849	0.0067514
PSG9	1.849	3.8689e-22
FAM150A	1.849	5.9081e-05
VSTM5	1.849	6.2537e-08
C9orf129	1.85	0.00029845
C21orf90	1.85	0.028961
HLA-DOA	1.85	2.9776e-10
TPSD1	1.85	8.0398e-12
AC012313.1	1.85	0.028998
IL1F10	1.85	2.023e-06
ZNF114	1.85	0.0067173
FOXI2	1.85	0.00029852
KRT6C	1.85	3.8079e-22
HBA1	1.85	0.0067313
NMNAT3	1.85	6.2389e-08
AC104667.3	1.85	0.0067205
IQCD	1.851	1.7712e-09
ARGFX	1.851	0.00029585
TLR1	1.851	5.8704e-23
AC018816.3	1.851	5.7938e-05
NXPE1	1.851	1.3061e-12
RFPL2	1.851	3.5388e-07
SSX5	1.851	1.0514e-08
MFSD3	1.852	7.8565e-12
MAGED4	1.852	0.32367
HCRT	1.852	0.028774
OR10G7	1.852	0.00029385
RP11-131H24.4	1.852	0.028802
FAM154A	1.852	2.3001e-21
OR10A3	1.852	3.5206e-07
BHLHA15	1.853	0.0065801
AL359736.1	1.853	0.3229
HIST1H3F	1.853	0.0065896
ULBP3	1.853	4.7366e-11
C1orf61	1.853	1.0714e-05
CYTL1	1.853	1.0733e-05
OR5K2	1.853	0.00029208
NPIPA1	1.853	0.32248
PATE4	1.853	0.0014234
POU5F1B	1.853	0.00029118
MAGEB18	1.853	5.6883e-05
TMEM262	1.853	0.0002911
RCVRN	1.854	1.7064e-09
COX8C	1.854	0.10931
CARD18	1.854	0.001415
KRTAP4-4	1.854	0.32211
CSTB	1.854	0.0065562
CYS1	1.854	0.10934
C1orf53	1.855	5.6149e-05
C1orf64	1.855	0.10907
PABPC1L2B	1.855	0.32142
SLMO1	1.855	1.6682e-09
NT5M	1.855	1.0052e-08
RLN1	1.855	0.0065226
CDC42EP5	1.855	0.32109
ZNF208	1.855	5.6261e-05
ZNF776	1.855	0.006507
NDUFB2	1.855	1.0531e-05
RP11-834C11.12	1.855	0.00028771
OTUB2	1.856	4.5366e-11
ZNF708	1.856	5.5534e-05
ZNF709	1.856	0.00028372
SERPINB3	1.856	8.2146e-16
C7orf65	1.856	0.0065023
C12orf42	1.856	2.7519e-10
ZCCHC13	1.856	0.0013939
C15orf48	1.856	5.5498e-05
AC121757.1	1.856	0.10845
CLLU1OS	1.856	0.00028369
OR13C8	1.856	5.5814e-05
LRRC30	1.856	1.8966e-06
FAM72B	1.857	0.0013854
AC023469.1	1.857	0.00028236
NPIPA5	1.857	0.10805
LUZP4	1.857	0.0013873
HMGN4	1.857	0.31986
GNLY	1.857	9.6899e-09
TMSB4Y	1.858	0.31923
ZNF347	1.858	5.461e-05
OR10H1	1.858	5.4696e-05
LCE1C	1.858	0.027961
ANAPC13	1.858	0.0013703
